transaction_id,customer_id,timestamp,amount,channel,merchant_category,bank,location,age_group,hour,day_of_week,month,is_weekend,is_peak_hour,tx_count_24h,amount_sum_24h,amount_mean_7d,amount_std_7d,tx_count_total,amount_mean_total,amount_std_total,channel_diversity,location_diversity,amount_vs_mean_ratio,online_channel_ratio,is_fraud,fraud_technique,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,amount_log,amount_rounded,velocity_score,merchant_risk_score,composite_risk
TXN_960F76CFBF6D,CUST_30FB205F,2023-11-14 15:40:00,53524.38,Mobile,Bill_Payment,GTBank,Lagos,40+,15,1,11,False,True,2,267611.14,217379.0367,128315.4987,106,191222.6884,352742.974,6,1,1.019704105,0.764150943,1,PIN_COMPROMISE,-0.707106781,-0.707106781,0.781831482,0.623489802,-0.5,0.866025404,10.88791121,0,2.798932938,0.829641092,0.285081317
TXN_3877031DF521,CUST_1BC94716,2023-11-16 17:53:00,429561.77,Web,Transport,Zenith,Rivers,20-29,17,3,11,False,False,1,429561.77,254090.5833,124363.4163,96,193981.898,561039.5892,6,1,2.21443114,0.71875,0,,-0.965925826,-0.258819045,0.433883739,-0.900968868,-0.5,0.866025404,12.97052316,0,2.21443114,0.440230432,0.202930926
TXN_5D1689E472CD,CUST_4714D617,2023-12-03 11:41:00,379992.38,Mobile,Restaurant,Sterling,Lagos,30-39,11,6,12,True,True,2,151352.36,58785.35,30410.67266,97,223994.2289,442340.6197,6,1,0.234942281,0.680412371,1,PIN_COMPROMISE,0.258819045,-0.965925826,-0.781831482,0.623489802,-2.45e-16,1.0,12.84790911,0,1.351389141,0.608492831,0.192298896
TXN_E9B015D81311,CUST_399A6D67,2023-11-09 00:24:00,250956.95,Web,ATM_Withdrawal,Union,Lagos,40+,0,3,11,False,False,1,526533.46,526533.46,0.0,109,171678.1356,272207.3276,6,1,3.066962436,0.71559633,1,SOCIAL_ENGINEERING,0.0,1.0,0.433883739,-0.900968868,-0.5,0.866025404,12.43304067,0,3.066962436,0.132291375,0.13783021
TXN_8F58DB9B97BF,CUST_828158D0,2023-12-06 09:37:00,277314.03,Mobile,Electronics,Union,Lagos,40+,9,2,12,False,False,2,45347.97,39517.01,26450.74768,94,153811.3149,306978.8478,6,1,0.238989056,0.659574468,1,SOCIAL_ENGINEERING,0.707106781,-0.707106781,0.974927912,-0.222520934,-2.45e-16,1.0,12.53290943,0,0.589653306,0.369588322,0.119225475
TXN_15B627E87A49,CUST_19EB5250,2023-12-19 11:30:00,271059.98,ECOM,Electronics,Union,Lagos,30-39,11,1,12,False,True,1,27838.59,114225.8975,105867.5206,94,133293.7702,196800.0232,6,1,0.208849829,0.744680851,1,PHISHING,0.258819045,-0.965925826,0.781831482,0.623489802,-2.45e-16,1.0,12.51009909,0,0.208849829,0.369588322,0.117559691
TXN_5F14D588A92E,CUST_3D39D1D4,2023-12-21 12:51:00,110661.34,Web,ATM_Withdrawal,Zenith,Lagos,30-39,12,3,12,False,False,1,482587.31,213354.6933,190516.3911,95,180444.8985,372957.1486,6,1,2.674415511,0.631578947,1,SOCIAL_ENGINEERING,1.22e-16,-1.0,0.433883739,-0.900968868,-2.45e-16,1.0,11.61423886,0,2.674415511,0.132291375,0.125268709
TXN_FB4EF1471FFC,CUST_23B58091,2023-12-19 09:18:00,46630.41,Web,Fashion,Zenith,Other,40+,9,1,12,False,False,1,46630.41,50080.065,3449.655,87,147996.0103,220908.3769,6,1,0.315076703,0.689655172,0,,0.707106781,-0.707106781,0.781831482,0.623489802,-2.45e-16,1.0,10.75002963,0,0.315076703,0.542436434,0.172813385
TXN_9A8A4364B1CE,CUST_0019D768,2023-12-07 04:02:00,52370.33,Mobile,Transport,UBA,Other,40+,4,3,12,False,False,1,67905.62,113423.27,45517.65,105,200189.9855,723085.192,6,1,0.339204185,0.676190476,1,SOCIAL_ENGINEERING,0.866025404,0.5,0.433883739,-0.900968868,-2.45e-16,1.0,10.86611458,0,0.339204185,0.440230432,0.142923663
TXN_F93841AD4399,CUST_0A646857,2023-11-23 17:14:00,298353.32,Mobile,Transfer,Zenith,Lagos,40+,17,3,11,False,False,1,34418.39,141320.6,168003.5382,94,138294.3115,283980.077,6,1,0.248876044,0.659574468,1,SOCIAL_ENGINEERING,-0.965925826,-0.258819045,0.433883739,-0.900968868,-0.5,0.866025404,12.60603705,0,0.248876044,0.294540894,0.096326302
TXN_85824668E5A6,CUST_3C5F4771,2023-12-20 14:55:00,192276.39,Web,Entertainment,Wema,Other,20-29,14,2,12,False,True,1,192276.39,214391.5533,70046.76861,96,210167.8003,353704.9618,6,1,0.914866477,0.6875,0,,-0.5,-0.866025404,0.974927912,-0.222520934,-2.45e-16,1.0,12.16669435,0,0.914866477,0.877424404,0.292503049
TXN_28C8D1581629,CUST_1124ED52,2023-12-21 12:36:00,251410.48,Mobile,ATM_Withdrawal,Access,Lagos,30-39,12,3,12,False,False,1,24417.92,296372.89,323695.5173,112,125342.4895,209585.406,6,1,0.194808044,0.723214286,1,SOCIAL_ENGINEERING,1.22e-16,-1.0,0.433883739,-0.900968868,-2.45e-16,1.0,12.43484624,0,0.194808044,0.132291375,0.04592127
TXN_D38B3F9C9055,CUST_5CEB3EE6,2023-12-28 11:01:00,82989.27,Mobile,Retail,Fidelity,Lagos,40+,11,3,12,False,True,1,38264.32,334419.642,215391.0691,109,192716.6917,350455.7552,6,1,0.198551154,0.678899083,1,SOCIAL_ENGINEERING,0.258819045,-0.965925826,0.433883739,-0.900968868,-2.45e-16,1.0,11.32647865,0,0.198551154,0.180890699,0.060620847
TXN_E41573CCE28A,CUST_DEB3F214,2023-12-30 17:41:00,198354.9,POS,Airtime,Zenith,Lagos,30-39,17,5,12,True,False,1,169679.24,280289.358,121379.8306,106,144234.3377,225093.9765,6,1,1.176405468,0.70754717,1,SOCIAL_ENGINEERING,-0.965925826,-0.258819045,-0.974927912,-0.222520934,-2.45e-16,1.0,12.19781817,0,1.176405468,0.490394602,0.184763356
TXN_F3503074AD74,CUST_F1DCC469,2023-11-19 10:42:00,343235.45,POS,ATM_Withdrawal,Zenith,Lagos,30-39,10,6,11,True,True,1,66424.77,122166.325,88649.39191,105,120918.145,244405.9727,6,1,0.549332118,0.666666667,1,SOCIAL_ENGINEERING,0.5,-0.866025404,-0.781831482,0.623489802,-0.5,0.866025404,12.74617485,0,0.549332118,0.132291375,0.05726604
TXN_030FEFEE72E3,CUST_048D024C,2023-12-02 11:54:00,43788.45,POS,Transfer,Sterling,Other,40+,11,5,12,True,True,1,43788.45,108487.85,46271.5471,111,108682.0794,143766.8352,6,1,0.402900343,0.72972973,0,,0.258819045,-0.965925826,-0.974927912,-0.222520934,-2.45e-16,1.0,10.6871482,0,0.402900343,0.294540894,0.101255079
TXN_B42561F81E15,CUST_C4B573E5,2023-12-17 14:56:00,118484.74,Web,Transport,GTBank,Lagos,40+,14,6,12,True,True,1,13496.16,13496.16,0.0,94,126847.7313,168716.5761,6,1,0.106395703,0.691489362,1,SOCIAL_ENGINEERING,-0.5,-0.866025404,-0.781831482,0.623489802,-2.45e-16,1.0,11.68254789,0,0.106395703,0.440230432,0.135473792
TXN_0CD3FF3CD68E,CUST_E4B3A9B3,2023-12-29 04:26:00,87139.45,Mobile,Airtime,FCMB,Lagos,30-39,4,4,12,False,False,1,74034.77,249153.4633,284246.1219,105,133292.4573,204067.9193,6,1,0.555426887,0.695238095,1,SOCIAL_ENGINEERING,0.866025404,0.5,-0.433883739,-0.900968868,-2.45e-16,1.0,11.37527646,0,0.555426887,0.490394602,0.164892041
TXN_BF46FED7841C,CUST_0F1BD3EA,2023-12-08 09:43:00,337837.37,POS,Fashion,UBA,Other,30-39,9,4,12,False,False,1,251804.47,119258.504,92603.39977,115,173545.0587,326922.6525,6,1,1.450937416,0.704347826,1,SOCIAL_ENGINEERING,0.707106781,-0.707106781,-0.433883739,-0.900968868,-2.45e-16,1.0,12.73032286,0,1.450937416,0.542436434,0.209160928
TXN_F25FEC48E314,CUST_88E0A04E,2023-12-29 15:01:00,95132.95,Web,Grocery,Fidelity,Lagos,40+,15,4,12,False,True,1,118765.84,108635.125,10130.715,92,136786.0962,257499.2895,6,1,0.868253244,0.695652174,1,ROBBERY,-0.707106781,-0.707106781,-0.433883739,-0.900968868,-2.45e-16,1.0,11.46304118,0,0.868253244,0.214999865,0.092284063
TXN_5EAD855FAC37,CUST_64E28E41,2023-11-01 20:25:00,652605.03,POS,Airtime,FirstBank,Other,40+,20,2,11,False,False,1,7053.5,79960.60333,52393.74293,131,180666.3981,401343.8543,6,1,0.039041355,0.717557252,1,ROBBERY,-0.866025404,0.5,0.974927912,-0.222520934,-0.5,0.866025404,13.3887289,0,0.039041355,0.490394602,0.148367704
TXN_DD695665AE91,CUST_0C9A29BA,2023-11-12 13:53:00,347363.36,Mobile,Transport,Fidelity,Ogun,40+,13,6,11,True,False,1,15805.39,22098.86667,6007.72203,131,140698.1295,218024.9004,5,1,0.112334668,0.732824427,1,ROBBERY,-0.258819045,-0.965925826,-0.781831482,0.623489802,-0.5,0.866025404,12.75812954,0,0.112334668,0.440230432,0.135663839
TXN_DE822CC3C8D7,CUST_AEF1F798,2023-11-29 15:06:00,347282.08,Web,Restaurant,Union,Other,20-29,15,2,11,False,True,2,228690.28,138996.6225,76734.16646,128,209409.8362,640801.3544,6,1,0.455425859,0.6640625,1,ROBBERY,-0.707106781,-0.707106781,0.974927912,-0.222520934,-0.5,0.866025404,12.75789552,0,2.184130336,0.608492831,0.200578886
TXN_2D7A8C06505B,CUST_1C89BF66,2023-11-26 14:31:00,141703.67,Web,Retail,FCMB,Other,20-29,14,6,11,True,True,1,42049.62,219563.185,246467.7563,94,196373.2813,488502.8462,6,1,0.214129975,0.670212766,1,ROBBERY,-0.5,-0.866025404,-0.781831482,0.623489802,-0.5,0.866025404,11.86150038,0,0.214129975,0.180890699,0.061119369
TXN_9E4D87517E95,CUST_4F4A3A8C,2023-11-13 22:53:00,5222.37,Mobile,Airtime,FirstBank,Other,20-29,22,0,11,False,False,2,69070.0,71250.79,57174.45807,101,155040.1995,321746.9339,6,1,0.033683756,0.752475248,0,,-0.5,0.866025404,0.0,1.0,-0.5,0.866025404,8.560898066,0,0.890988979,0.490394602,0.149910871
TXN_248C2E3493C5,CUST_20B9F76B,2023-11-09 20:56:00,90069.37,Mobile,Electronics,Access,Lagos,20-29,20,3,11,False,False,1,14357.51,146910.53,182808.9602,110,128350.4308,175962.703,6,1,0.111860927,0.727272727,1,SOCIAL_ENGINEERING,-0.866025404,0.5,0.433883739,-0.900968868,-0.5,0.866025404,11.40834653,0,0.111860927,0.369588322,0.114456046
TXN_DB684AF57EC2,CUST_487D94B9,2023-11-02 11:03:00,46626.73,Mobile,Restaurant,UBA,Other,30-39,11,3,11,False,True,3,968895.69,322965.23,387407.7208,97,130645.4205,184744.1077,6,1,0.381364907,0.701030928,1,SOCIAL_ENGINEERING,0.258819045,-0.965925826,0.433883739,-0.900968868,-0.5,0.866025404,10.74995071,0,22.2485014,0.608492831,0.238485799
TXN_5150F5973813,CUST_F5F66A54,2023-11-21 11:11:00,474185.34,Web,Transfer,Zenith,Other,30-39,11,1,11,False,True,2,184187.68,386849.116,559709.5392,96,243060.2056,484871.4548,6,1,0.565616383,0.71875,1,SOCIAL_ENGINEERING,0.258819045,-0.965925826,0.781831482,0.623489802,-0.5,0.866025404,13.06935565,0,1.51556625,0.294540894,0.108361892
TXN_D2CC0508E3C4,CUST_3EFCB87B,2023-11-24 11:30:00,290535.06,Web,Grocery,Zenith,Lagos,30-39,11,4,11,False,True,1,290535.06,136301.4275,109005.1796,90,150875.6319,221553.7529,6,1,1.925646512,0.655555556,0,,0.258819045,-0.965925826,-0.433883739,-0.900968868,-0.5,0.866025404,12.57948298,0,1.925646512,0.214999865,0.126120648
TXN_66A95D07EB1F,CUST_F4F52C93,2023-11-25 02:11:00,433980.95,IB,Airtime,Wema,Lagos,30-39,2,5,11,True,False,3,860340.45,285568.785,123550.0826,111,199191.0869,360916.305,5,1,2.178705774,0.738738739,0,,0.5,0.866025404,-0.974927912,-0.222520934,-0.5,0.866025404,12.98075822,0,12.95744921,0.490394602,0.238394452
TXN_77604021B82C,CUST_45D313E1,2023-12-29 15:55:00,64703.19,ATM,ATM_Withdrawal,GTBank,Other,20-29,15,4,12,False,True,1,64703.19,278978.1925,347466.9256,80,178335.9693,349231.8181,6,1,0.362814229,0.7,0,,-0.707106781,-0.707106781,-0.433883739,-0.900968868,-2.45e-16,1.0,11.07758124,0,0.362814229,0.132291375,0.051297468
TXN_F595ED1301B0,CUST_A47A14DA,2023-11-19 11:10:00,156881.67,IB,Education,Zenith,Other,30-39,11,6,11,True,True,1,156881.67,103820.82,51536.15755,85,113626.5924,150104.6171,6,1,1.380665266,0.835294118,0,,0.258819045,-0.965925826,-0.781831482,0.623489802,-0.5,0.866025404,11.96325348,0,1.380665266,0.231290726,0.113568506
TXN_6B6D03F1AC58,CUST_B8E020C4,2023-12-18 08:35:00,14280.14,ATM,Restaurant,GTBank,Lagos,40+,8,0,12,False,False,2,171858.61,68126.29,53724.8923,103,152213.2664,320029.3498,6,1,0.093816042,0.72815534,0,,0.866025404,-0.5,0.0,1.0,-2.45e-16,1.0,9.566695065,0,2.258114355,0.608492831,0.189878559
TXN_BB4A6D98897F,CUST_BBFEF960,2023-12-28 07:57:00,96218.71,Mobile,Grocery,Union,Lagos,30-39,7,3,12,False,False,1,38498.4,83873.43,45375.03,94,143597.3286,262616.4909,5,1,0.268097828,0.744680851,1,SOCIAL_ENGINEERING,0.965925826,-0.258819045,0.433883739,-0.900968868,-2.45e-16,1.0,11.4743895,0,0.268097828,0.214999865,0.07307909
TXN_8354A83B1299,CUST_88324FA2,2023-11-15 14:58:00,465523.68,POS,Restaurant,Zenith,Other,30-39,14,2,11,False,True,2,119257.5,49899.998,36011.89641,92,131265.7472,211191.726,6,1,0.826419046,0.75,1,CARD_THEFT,-0.5,-0.866025404,0.974927912,-0.222520934,-0.5,0.866025404,13.05092039,0,1.817025295,0.608492831,0.210974471
TXN_1270CA4C1938,CUST_F8A9E7F1,2023-11-11 20:34:00,36767.83,Web,Retail,Access,Other,40+,20,5,11,True,False,1,158876.02,291539.375,149649.1109,107,145034.5679,219358.1647,6,1,1.095427985,0.626168224,1,SOCIAL_ENGINEERING,-0.866025404,0.5,-0.974927912,-0.222520934,-0.5,0.866025404,10.51240575,0,1.095427985,0.180890699,0.089320905
TXN_154DE01CE617,CUST_C986C15E,2023-11-24 18:52:00,68377.25,Mobile,Entertainment,Wema,Other,40+,18,4,11,False,False,1,40013.93,68649.94,73587.87065,84,154315.1055,201654.3157,6,1,0.25929847,0.726190476,1,SOCIAL_ENGINEERING,-1.0,-1.84e-16,-0.433883739,-0.900968868,-0.5,0.866025404,11.13281007,0,0.25929847,0.877424404,0.271524872
TXN_87962D071D1F,CUST_BCB51A50,2023-12-16 08:10:00,15386.88,POS,Bill_Payment,Zenith,Lagos,40+,8,5,12,True,False,1,15386.88,105659.74,149482.6339,117,173172.1699,273357.5468,5,1,0.088852563,0.717948718,0,,0.866025404,-0.5,-0.974927912,-0.222520934,-2.45e-16,1.0,9.641335466,0,0.088852563,0.829641092,0.25173561
TXN_826296F90A5A,CUST_6E970878,2023-11-06 19:53:00,120475.26,Mobile,Medical,UBA,Other,40+,19,0,11,False,False,1,274116.76,232070.788,137425.8896,109,173746.0565,324531.3561,6,1,1.577677145,0.71559633,1,SOCIAL_ENGINEERING,-0.965925826,0.258819045,0.0,1.0,-0.5,0.866025404,11.699208,0,1.577677145,0.121274285,0.086867954
TXN_5DD14E5E3C55,CUST_F1387687,2023-12-08 08:45:00,38451.84,POS,Retail,Wema,Lagos,30-39,8,4,12,False,False,1,38451.84,40009.71667,13015.24356,116,135627.0106,178319.4201,5,1,0.283509578,0.706896552,0,,0.866025404,-0.5,-0.433883739,-0.900968868,-2.45e-16,1.0,10.55718783,0,0.283509578,0.180890699,0.063339516
TXN_A060D84DE5B1,CUST_359E877B,2023-11-13 17:01:00,601700.9,Web,Transfer,Wema,Ogun,30-39,17,0,11,False,False,1,82559.21,52290.92,30268.29,109,171203.5468,312101.41,6,1,0.482225569,0.669724771,1,SOCIAL_ENGINEERING,-0.965925826,-0.258819045,0.0,1.0,-0.5,0.866025404,13.30751742,0,0.482225569,0.294540894,0.103793486
TXN_D8129943F2AC,CUST_45706D60,2023-11-02 19:56:00,135759.39,Web,Grocery,Fidelity,Other,40+,19,3,11,False,False,1,135759.39,135759.39,0.0,86,117883.1577,162818.4257,6,1,1.151633881,0.674418605,0,,-0.965925826,0.258819045,0.433883739,-0.900968868,-0.5,0.866025404,11.81864677,0,1.151633881,0.214999865,0.101352244
TXN_979A25614AFF,CUST_EF2655A4,2023-12-22 14:05:00,258664.86,Mobile,ATM_Withdrawal,Fidelity,Ogun,40+,14,4,12,False,True,1,440970.16,261191.26,154258.9365,112,131408.2073,245486.559,6,1,3.355702154,0.723214286,1,SOCIAL_ENGINEERING,-0.5,-0.866025404,-0.433883739,-0.900968868,-2.45e-16,1.0,12.46329239,0,3.355702154,0.132291375,0.147069881
TXN_442D6778995B,CUST_7E405377,2023-12-06 20:38:00,188116.63,Mobile,Airtime,FirstBank,Other,30-39,20,2,12,False,False,1,22093.13,49671.63333,52224.23824,88,285104.106,1076371.687,6,1,0.077491176,0.761363636,1,SOCIAL_ENGINEERING,-0.866025404,0.5,0.974927912,-0.222520934,-2.45e-16,1.0,12.14482274,0,0.077491176,0.490394602,0.149598098
TXN_CEA3085FEAC3,CUST_4F44363A,2023-12-27 11:14:00,31387.14,Web,Retail,FirstBank,Other,20-29,11,2,12,False,True,1,31387.14,22665.495,8721.645,80,123188.0976,159939.1084,6,1,0.254788294,0.8,0,,0.258819045,-0.965925826,0.974927912,-0.222520934,-2.45e-16,1.0,10.35418539,0,0.254788294,0.180890699,0.062420435
TXN_37D464332F42,CUST_FE1FE0DB,2023-12-13 11:34:00,53060.02,POS,ATM_Withdrawal,Fidelity,Lagos,40+,11,2,12,False,True,1,53060.02,102996.225,49936.205,95,168480.6997,309070.9436,6,1,0.314930465,0.684210526,0,,0.258819045,-0.965925826,0.974927912,-0.222520934,-2.45e-16,1.0,10.87919785,0,0.314930465,0.132291375,0.049765187
TXN_A35ED4684C04,CUST_29072763,2023-11-10 10:09:00,377000.07,Mobile,Grocery,Union,Lagos,40+,10,4,11,False,True,1,377000.07,197552.922,156234.6956,119,128179.0275,224483.3369,6,1,2.941176386,0.647058824,0,,0.5,-0.866025404,-0.433883739,-0.900968868,-0.5,0.866025404,12.8400033,0,2.941176386,0.214999865,0.158617604
TXN_8B4057898C2B,CUST_92358BD1,2023-11-06 18:01:00,103331.03,ECOM,Transport,GTBank,Ogun,30-39,18,0,11,False,False,1,164706.35,169783.23,5076.88,95,139586.4228,210447.8616,5,1,1.179951221,0.726315789,1,OTHER,-1.0,-1.84e-16,0.0,1.0,-0.5,0.866025404,11.54570267,0,1.179951221,0.440230432,0.169827569
TXN_59993D25CE4D,CUST_9F394C7C,2023-12-08 15:33:00,125008.59,Web,Fuel,Union,Other,40+,15,4,12,False,True,1,125008.59,192564.6814,116848.0181,113,113185.0457,140158.0316,6,1,1.104452314,0.672566372,0,,-0.707106781,-0.707106781,-0.433883739,-0.900968868,-2.45e-16,1.0,11.73614573,0,1.104452314,0.202718491,0.096158021
TXN_E58469E305F0,CUST_40538BDF,2023-12-30 12:14:00,1569861.98,IB,ATM_Withdrawal,FirstBank,Lagos,40+,12,5,12,True,False,2,2791754.78,617633.5367,590452.2841,119,188497.0624,342488.9502,6,1,8.32826587,0.68907563,0,,1.22e-16,-1.0,-0.974927912,-0.222520934,-2.45e-16,1.0,14.2664989,0,29.62104484,0.132291375,0.348777478
TXN_D4AE755F290E,CUST_6D5439B5,2023-12-18 02:38:00,58151.46,Mobile,Restaurant,Zenith,Other,40+,2,0,12,False,False,1,14502.18,14502.18,0.0,108,146578.9399,275922.7694,6,1,0.098937003,0.648148148,1,OTHER,0.5,0.866025404,0.0,1.0,-2.45e-16,1.0,10.97082346,0,0.098937003,0.608492831,0.185713833
TXN_393F353C3CA9,CUST_AFEBFB4D,2023-11-25 06:56:00,4210707.62,IB,Medical,Union,Lagos,30-39,6,5,11,True,False,1,4210707.62,1454567.927,1949357.593,96,176006.0523,459516.7314,5,1,23.9235165,0.760416667,0,,1.0,6.12e-17,-0.974927912,-0.222520934,-0.5,0.866025404,15.25314151,0,23.9235165,0.121274285,0.384229319
TXN_0052E48FFA13,CUST_9DC67924,2023-12-09 17:50:00,123823.79,Web,Retail,Sterling,Lagos,40+,17,5,12,True,False,1,123823.79,140535.8225,112191.7093,117,149393.7271,262925.6797,6,1,0.828836415,0.641025641,0,,-0.965925826,-0.258819045,-0.974927912,-0.222520934,-2.45e-16,1.0,11.72662286,0,0.828836415,0.180890699,0.080789975
TXN_F8D890B6906B,CUST_6AD6C619,2023-11-27 04:52:00,226179.02,Mobile,Medical,UBA,Lagos,30-39,4,0,11,False,False,1,1160094.72,839889.22,320205.5,93,284370.0149,544486.7582,6,1,4.079511128,0.709677419,1,SOCIAL_ENGINEERING,0.866025404,0.5,0.0,1.0,-0.5,0.866025404,12.32908651,0,4.079511128,0.121274285,0.166926642
TXN_617F5D3D0260,CUST_58CFB671,2023-11-06 09:52:00,235760.37,POS,Retail,Wema,Lagos,30-39,9,0,11,False,False,2,397889.81,261069.8,92857.9065,101,196277.1056,326115.2863,6,1,1.201154705,0.712871287,0,,0.707106781,-0.707106781,0.0,1.0,-0.5,0.866025404,12.37057543,0,4.054347363,0.180890699,0.098410546
TXN_CD0D01671DAC,CUST_463C7D45,2023-12-11 05:11:00,157405.07,Mobile,Medical,Union,Lagos,20-29,5,0,12,False,False,1,203687.51,294706.3767,269201.0757,118,136189.4305,208878.242,6,1,1.495608093,0.762711864,1,SOCIAL_ENGINEERING,0.965925826,0.258819045,0.0,1.0,-2.45e-16,1.0,11.96658418,0,1.495608093,0.121274285,0.084241744
TXN_B0BD8110EDD7,CUST_6B63D0BA,2023-11-03 00:35:00,138411.18,Mobile,Electronics,FirstBank,Lagos,20-29,0,4,11,False,False,2,3389767.19,1182930.13,1125227.171,100,235552.3278,446391.739,5,1,11.67392367,0.73,1,PIN_COMPROMISE,0.0,1.0,-0.433883739,-0.900968868,-0.5,0.866025404,11.83799132,0,28.78131438,0.369588322,0.468439125
TXN_F343300028C2,CUST_FB660AF6,2023-12-08 11:08:00,29068.28,POS,Medical,Access,Lagos,20-29,11,4,12,False,True,1,29068.28,409372.94,526708.0588,115,187985.567,524865.5802,6,1,0.154629559,0.695652174,0,,0.258819045,-0.965925826,-0.433883739,-0.900968868,-2.45e-16,1.0,10.27743723,0,0.154629559,0.121274285,0.041330431
TXN_47032732F0FE,CUST_4C1147C8,2023-12-19 12:56:00,41878.59,POS,Transfer,Wema,Lagos,40+,12,1,12,False,False,1,41878.59,47224.485,5345.895,107,140161.7631,214524.6846,6,1,0.29878542,0.747663551,0,,1.22e-16,-1.0,0.781831482,0.623489802,-2.45e-16,1.0,10.64255388,0,0.29878542,0.294540894,0.097923402
TXN_6D3081A3A343,CUST_2007E42A,2023-11-10 16:37:00,650466.21,Mobile,Bill_Payment,UBA,Ogun,20-29,16,4,11,False,True,1,650466.21,352959.03,297507.18,91,170768.0933,262570.3721,5,1,3.809039431,0.692307692,0,,-0.866025404,-0.5,-0.433883739,-0.900968868,-0.5,0.866025404,13.38544617,0,3.809039431,0.829641092,0.37078159
TXN_77BB89AF4F14,CUST_DCE19D23,2023-11-06 00:54:00,317042.24,Mobile,Restaurant,Fidelity,Abuja,30-39,0,0,11,False,False,1,85083.09,144653.59,59570.5,99,234311.1995,395854.2035,6,1,0.363118481,0.757575758,1,SOCIAL_ENGINEERING,0.0,1.0,0.0,1.0,-0.5,0.866025404,12.66679345,0,0.363118481,0.608492831,0.194167641
TXN_886BB8DC4906,CUST_15496CFB,2023-11-16 05:55:00,25217.88,ATM,Electronics,FirstBank,Other,30-39,5,3,11,False,False,1,25217.88,25217.88,0.0,102,152350.3159,215530.9911,6,1,0.16552453,0.647058824,0,,0.965925826,0.258819045,0.433883739,-0.900968868,-0.5,0.866025404,10.1353482,0,0.16552453,0.369588322,0.116173282
TXN_EE703C9E336E,CUST_CCE0F0C4,2023-12-28 11:13:00,780282.15,POS,Retail,GTBank,Other,20-29,11,3,12,False,True,1,780282.15,237053.35,313796.1999,84,140158.9912,173193.4186,6,1,5.5670819,0.595238095,0,,0.258819045,-0.965925826,0.433883739,-0.900968868,-2.45e-16,1.0,13.56741215,0,5.5670819,0.180890699,0.232413831
TXN_9C0D8AFA3965,CUST_0F320B2F,2023-11-30 23:03:00,133932.53,Web,Electronics,Sterling,Lagos,30-39,23,3,11,False,False,1,106535.76,103819.56,2716.2,98,154206.456,211149.3969,6,1,0.69085998,0.683673469,1,ROBBERY,-0.258819045,0.965925826,0.433883739,-0.900968868,-0.5,0.866025404,11.80509891,0,0.69085998,0.369588322,0.132984016
TXN_A042EDC50970,CUST_F85FED9F,2023-12-10 05:47:00,31771.71,Mobile,Grocery,Fidelity,Lagos,40+,5,6,12,True,False,2,49418.01,51388.71333,38168.94298,109,164767.0521,502978.4843,6,1,0.192826884,0.660550459,0,,0.965925826,0.258819045,-0.781831482,0.623489802,-2.45e-16,1.0,10.36636302,0,0.599849417,0.214999865,0.071484465
TXN_4B86E47EC03C,CUST_28EFFD37,2023-12-13 13:18:00,157735.38,Web,Bill_Payment,FirstBank,Lagos,30-39,13,2,12,False,False,2,253592.07,137706.83,85172.32907,110,145429.2471,314464.8867,6,1,1.577280549,0.781818182,1,SOCIAL_ENGINEERING,-0.258819045,-0.965925826,0.974927912,-0.222520934,-2.45e-16,1.0,11.96868044,0,3.487473549,0.829641092,0.303185691
TXN_9D46F81F4D1B,CUST_97C50633,2023-12-17 15:21:00,494254.11,POS,Transport,Access,Lagos,40+,15,6,12,True,True,1,160854.93,212023.26,129531.6296,116,146325.1553,283070.9421,6,1,1.099290346,0.74137931,1,SOCIAL_ENGINEERING,-0.707106781,-0.707106781,-0.781831482,0.623489802,-2.45e-16,1.0,13.11080708,0,1.099290346,0.440230432,0.167246421
TXN_4FCB0EE7F067,CUST_AD1B4B59,2023-12-22 10:34:00,584242.23,Mobile,Education,Sterling,Other,30-39,10,4,12,False,True,1,584242.23,312705.38,271536.85,106,212574.7103,303706.2422,6,1,2.748395991,0.726415094,0,,0.5,-0.866025404,-0.433883739,-0.900968868,-2.45e-16,1.0,13.27807266,0,2.748395991,0.231290726,0.157335889
TXN_3C25B3876A1C,CUST_6F62D51E,2023-11-16 11:34:00,36332.42,POS,Medical,Fidelity,Lagos,30-39,11,3,11,False,True,1,36332.42,40638.26,4305.84,102,164623.1006,274899.9279,6,1,0.220699277,0.715686275,0,,0.258819045,-0.965925826,0.433883739,-0.900968868,-0.5,0.866025404,10.50049326,0,0.220699277,0.121274285,0.043444662
TXN_CB3167ECCC91,CUST_6C0F5C2D,2023-12-09 12:30:00,10281.79,Mobile,Airtime,Fidelity,Lagos,20-29,12,5,12,True,False,2,264959.32,86327.4275,98596.46479,98,184648.2938,526526.7926,6,1,0.055682802,0.642857143,0,,1.22e-16,-1.0,-0.974927912,-0.222520934,-2.45e-16,1.0,9.238226903,0,2.869865512,0.490394602,0.154528596
TXN_34A4DC2B931E,CUST_E2F7CEBC,2023-12-25 22:59:00,167385.4,Mobile,Transport,Access,Lagos,20-29,22,0,12,False,False,1,146039.81,251479.365,105439.555,106,206772.9942,470714.659,6,1,0.706277453,0.698113208,1,SOCIAL_ENGINEERING,-0.5,0.866025404,0.0,1.0,-2.45e-16,1.0,12.02806019,0,0.706277453,0.440230432,0.154670008
